design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GRT_ADJUSTMENT,STD_CELL_LIBRARY,DIODE_INSERTION_STRATEGY
/home/leo/Dokumente/workspace-gf-mpw-0/caravel_wfg_gf180mcu/openlane/wb_memory,wb_memory,22_11_30_11_59,flow completed,0h1m29s0ms,0h1m4s0ms,1237.5,0.6,495.0,5.96,509.44,297,0,0,0,0,0,0,0,-1,0,-1,-1,63568,3631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106312438.0,0.0,14.11,23.61,0.01,-1,13.0,31,333,27,329,0,0,0,73,0,2,2,1,2,0,0,32,104,71,5,86,812,0,898,124127.584,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50.0,20.0,50,AREA 0,4,40,1,184.100,42.140,0.5,0.3,gf180mcu_fd_sc_mcu7t5v0,4
